-100.88634,38.00461,"AMBEST [Bosselman Travel Center]-Garden City,KS","1265 Solar Ave, Garden City,KS 67846|620-275-4404|179 Truck Parking Spots"
-89.529399,36.89316,"AMBEST [Break Time #3147]-Sikeston,MO","I-55 Exit 67, Sikeston,MO 63801|573-471-2630|15 Truck Parking Spots"
-92.41101,39.39448,"AMBEST [Break Time #3163]-Moberly,MO","US Hwy 63, Moberly,MO 65207|660-372-1880|25 Truck Parking Spots"
-93.68384,38.77926,"AMBEST [Break Time #3165]-Waarrensburg,MO","US Hwy 50, Waarrensburg,MO 64093|660-429-0173|73 Truck Parking Spots"
-93.22551,38.73736,"AMBEST [Break Time #3167]-Sedalia,MO","US Hwy 65, Sedalia,MO 65301|660-851-0839|45 Truck Parking Spots"
-83.05659,30.51896,"AMBEST [Busy Bee 14]-Jasper,FL","I-75 Exit 460; 8191 Hwy 6, Jasper,FL 32052|386- 487-2920|25 Truck Parking Spots"
-82.960101,30.332567,"AMBEST [Busy Bee 25]-Live Oak,FL","I-10 Exit 283; 6458 Hwy 129, Live Oak,FL 32060|386-487-2935|None listed"
-91.77692,42.173139,"AMBEST [Casey's General Store]-Center Point,IA","I-380 Exit 35; 694 Grain Ln, Center Point,IA 52213|319-849-2700|100 Truck Parking Spots"
-97.421149,38.145339,"AMBEST [Casey's General Store]-Hesston,KS","I-35 Exit 40; 724 E Lincoln Blvd, Hesston,KS 67062|620-327-2478|70 Truck Parking Spots"
-95.546498,41.495822,"AMBEST [Casey's General Store]-Minden,IA","I-40 Exit 29, Minden,IA 51553|515-381-5087|None listed"
-93.57409,42.188177,"AMBEST [Casey's General Store]-Story City,IA","I-35 Exit 124, Story City,IA 50248|515-733-4552|None listed"
-88.042312,41.903445,"AMBEST [Casey's General Store]-Lombard,IL","21W415 North Ave, Lombard,IL 60148|630-424-1375|None listed"
-89.270087,38.918045,"AMBEST [Casey's General Store]-Mulberry Grove,IL","1930 US 40, Mulberry Grove,IL 62262|618-326-7003|None listed"
-85.774918,39.547969,"AMBEST [Casey's General Store]-Shelbyville,IN","I-74 Exti 113, Shelbyville,IN 46176|219-778-8013|None listed"
-93.280647,43.869325,"AMBEST [Casey's General Store]-Ellendale,MN","I-35 Exit 26, Ellendale,MN 56026|507-684-2003|15 Truck Parking Spots"
-95.594105,43.640003,"AMBEST [Casey's General Store]-Worthington,MN","I-90 Exit 43, Worthington,MN 56187|507-376-5551|15 Truck Parking Spots"
-99.118495,47.458212,"AMBEST [Casey's General Store]-Carrington,ND","US Hwy 281/US Hwy 52, Carrington,ND 58421|701-652-3104|20 Truck Parking Spots"
-96.801258,43.461913,"AMBEST [Casey's General Store]-Tea,SD","I-29 Exit 73, Tea,SD 57064|605-368-9892|11 Truck Parking Spots"
-93.247889,41.687049,"AMBEST [Casey's General Store]-Colfax,IA","I-80 Exit 155; 1203 N Walnut St, Colfax,IA 50054|515-674-4497|None listed"
-93.790019,41.02704,"AMBEST [Casey's General Store]-Osceola,IA","I-35 Exit 33; 1706 Jeffrey's DR, Osceola,IA 50213|641-342-4144|None listed"
-94.31909,41.49707,"AMBEST [Casey's General Store]-Stuart,IA","I-80 Exit 93; 632 S Division St, Stuart,IA 50250|515-523-2813|16 Truck Parking Spots"
-92.0091,41.69037,"AMBEST [Casey's General Store]-Williamsburg,IA","I-80 Exit 220; 128 W Evans St, Williamsburg,IA 52361|319-668-9047|None listed"
-91.674139,41.88875,"AMBEST [Casey's General Store]-Cedar Rapids,IA","I-380 Exit 13, Cedar Rapids,IA 52404|319-841-8696|75 Truck Parking Spots"
-91.86972,42.227339,"AMBEST [Casey's General Store]-Urbana,IA","I-380 Exit 41; 201 Subset St, Urbana,IA 52345|319-443-2525|None listed"
-92.407139,42.45411,"AMBEST [Casey's General Store]-Waterloo,IA","2424 Ranchero Rd, Waterloo,IA 50701|319-234-2424|50 Truck Parking Spots"
-91.889099,42.45121,"AMBEST [Casey's General Store]-Independence,IA","1906 3rd Ave SE, Independence,IA 50644|319-334-7220|23 Truck Parking Spots"
-91.88942,42.24671,"AMBEST [Casey's General Store]-Urbana,IA","I-380 Exit 41; 5350 31st Ave, Urbana,IA 52345|319-443-2862|None listed"
-98.715239,37.6464,"AMBEST [Casey's General Store]-Pratt,KS","US Hwy 400/US Hwy 281, Pratt,KS 67124|620-672-2605|40 Truck Parking Spots"
-91.48287,42.46864,"AMBEST [Casey's General Store]-Manchester,IA","1629 220th St, Manchester,IA 52057|563-927-2014|16 Truck Parking Spots"
-93.57016,41.678319,"AMBEST [Casey's General Store]-Ankeny,IA","I-35 Exit 89; 810-1185 SE Corporate Woods Dr, Ankeny,IA 50021|515-266-3226|37 Truck Parking Spots"
-94.79097,39.724679,"AMBEST [Casey's General Store]-St Joseph,MO","I-29 Exit 44, St Joseph,MO 64503|816-279-9275|50 Truck Parking Spots"
-81.153831,41.104614,"AMBEST [Certified Oil #410]-Ravenna,OH","I-76  Exit  43, Ravenna,OH 44266|330-325-9484|6 Truck Parking Spots"
-83.02049,39.915281,"AMBEST [Certified Oil #489]-Columbus,OH","I-71 Exit 104, Columbus,OH 43223|614-340-7031|6 Truck Parking Spots"
-80.84994,35.30821,"AMBEST [Charlotte Travel Plaza]-Charlotte,NC","I-77 Exit 16B, Charlotte,NC 28216|704-597-7980|50 Truck Parking Spots"
-76.009194,39.611583,"AMBEST [Chesapeake House Sunoco]-North East,MD","I-95 Exit 97, North East,MD 21901|410-287-5641|None listed"
-94.740275,34.004519,"AMBEST [Choctaw Nation Broken Bow 635]-Broken Bow,OK","1800 S Park Dr, Broken Bow,OK 74728|580-584-5528|25 Truck Parking Spots"
-96.418333,33.952613,"AMBEST [Choctaw Nation Durant West 632]-Calera,OK","4305 Choctaw Rd, Calera,OK 74730|580-924-7210|200 Truck Parking Spots"
-95.525253,33.937702,"AMBEST [Choctaw Nation Hugo 633]-Grant,OK","Rt 1 Box 17, Grant,OK 74738|580-326-7595|24 Truck Parking Spots"
-94.632745,35.097626,"AMBEST [Choctaw Nation Poteau 638]-Poteau,OK","4105 N Broadway, Poteau,OK 74953|918-647-3392|20 Truck Parking Spots"
-96.050086,34.489435,"AMBEST [Choctaw Nation Stringtown 641]-Stringtown,OK","897 N Hwy 69, Stringtown,OK 74569|580-346-7478|107 Truck Parking Spots"
-85.073172,34.890281,"AMBEST [Choo Choo Truck Wash Plaza]-Ringgold,GA","I-75 Exit 345; 11399 Hwy 41, Ringgold,GA 30736|706-935-5107|10 Truck Parking Spots"
-94.235047,43.083952,"AMBEST [Chrome Truck Stop]-Algona,IA","211 Hwy 18 East, Algona,IA 50511|515-295-9191|50 Truck Parking Spots"
-97.341167,36.535255,"AMBEST [Cimarron Travel Plaza]-Billings,OK","I-35 Exit 203 at Hwy 15, Billings,OK 74630|580-725-3252|125 Truck Parking Spots"
-86.347729,39.949075,"AMBEST [Circle K]-Whitestown,IN","I-65 Exit 130; 6416 Whitestown Pkwy, Whitestown,IN 46075|317-769-7691|None listed"
-89.045656,40.48686,"AMBEST [Circle K]-Bloomington,IL","I-55 Exit 160; 2302 W Market St, Bloomington,IL 61705|309-827-6755|None listed"
-89.65199,39.58992,"AMBEST [Circle K]-Divernon,IL","I-55 Exit 82; 329 Hwy 104, Divernon,IL 62530|217-628-1127|40 Truck Parking Spots"
-89.034432,41.936176,"AMBEST [Circle K]-Rochelle,IL","I-39 Exit 99; 1110 N Dement Rd, Rochelle,IL 61068|815-561-1603|None listed"
-89.46454,40.62543,"AMBEST [Circle K]-Morton,IL","I-74 Exit 102; 1801 N Morton Ave, Morton,IL 61550|309-266-5450|41 Truck Parking Spots"
-83.59058,34.185879,"AMBEST [Circle K]-Jefferson,GA","I-85 Exit 140; 1810 Dry Pond Rd, Jefferson,GA 30549|706-367-8148|None listed"
-86.780256,40.373825,"AMBEST [Circle K]-Lafayette,IN","I-65 Exit 168; 6533 Hwy 38, Lafayette,IN 47905|765-446-9259|None listed"
-86.487435,39.757817,"AMBEST [Circle K]-Danville,IN","260 S Rd; 200 E, Danville,IN 46122|317-745-3127|None listed"
-84.522267,35.599705,"AMBEST [Circle K]-Sweetwater,TN","I-75/Hwy 68 Exit 60, Sweetwater,TN 37874|423-337-9577|20 Truck Parking Spots"
-86.5343439,35.9320833,"AMBEST [Circle K]-Smyrna,TN","I-24 Exit 70, Smyrna,TN 37167|615-223-1236|None listed"
-82.986994,39.714582,"AMBEST [Circle K]-S. Bloomfield,OH","US Hwy 23S MM17 / 5065 S Walnut St, S. Bloomfield,OH 43103|740-983-0460|6 Truck Parking Spots"
-82.684018,39.772963,"AMBEST [Circle K]-Carroll,OH","Hwy33/4400 Coonpath Road, Carroll,OH 43112|740-756-7293|24 Truck Parking Spots"
-85.957721,39.296084,"AMBEST [Circle K]-Taylorsville,IN","US 31, Exit 72A, Taylorsville,IN 47280|812-526-9119|None listed"
-87.850745,41.543031,"AMBEST [Circle K]-Mokena,IL","I-80 Exit 145; 19100 S La Grange Rd, Mokena,IL 60448|708-479-4066|None listed"
-88.448532,41.61872,"AMBEST [Circle K]-Yorkville,IL","2001 S Bridge St, Yorkville,IL 60560|630-553-3796|None listed"
-87.800811,41.763578,"AMBEST [Circle K]-Bedford Park,IL","I-55 Exit 283; 7050 S Harlem Ave, Bedford Park,IL 60455|708-594-1430|None listed"
-87.563397,37.883127,"AMBEST [Circle K]-Henderson,KY","3113 Hwy 41 N, Henderson,KY 42420|270-826-5144|None listed"
-74.91207,40.65337,"AMBEST [Clinton Valero]-Clinton,NJ","1964 E 1st St, Clinton,NJ 8809|908- 730-0637|None listed"
-106.97147,44.83536,"AMBEST [Common Cents #212]-Sheridan,WY","I-90 Exit 20, Sheridan,WY 82801|307- 675-2095|78 Truck Parking Spots"
-103.15258,44.10608,"AMBEST [Common Cents Travel Plaza 125]-Rapid City,SD","I-90 Exit 61, Rapid City,SD 57701|605-791-0157|40 Truck Parking Spots"
-94.3331,29.88043,"AMBEST [Cowboy Travel Plaza]-Hamshire,TX","I-10 W Exit 833, Hamshire,TX 77622|409- 243-2275|20 Truck Parking Spots"
-121.886029,42.532492,"AMBEST [Crater Lake Junction Travel Center]-Chiloquin,OR","US Hwy 97 & Hwy 62, Chiloquin,OR 97624|541-783-9800|100 Truck Parking Spots"
-87.538472,31.086782,"AMBEST [Creek Travel Plaza]-Atmore,AL","I-65 Exit 54; 4740 Jack Springs Rd, Atmore,AL 36502|251-368-0088|88 Truck Parking Spots"
-86.744725,36.144153,"AMBEST [Daily's #6604]-Nashville,TN","I-40 Exit 212, Nashville,TN 37210|615-242-2566|10 Truck Parking Spots"
-86.3005987,36.1796304,"AMBEST [Daily's #8087]-Lebanon,TN","I-40 Exit 238, Lebanon,TN 37090|615-443-3416|None listed"
-77.39582,36.97789,"AMBEST [Davis Travel Center 102]-Stony Creek,VA","I-95 Exit 33, Stony Creek,VA 23882|434-246-2881|80 Truck Parking Spots"
-77.734379,36.94065,"AMBEST [Davis Travel Center 108]-Warfield,VA","I-85 Exit 39, Warfield,VA 23889|804-478-4403|75 Truck Parking Spots"
-89.830825,36.083007,"AMBEST [Deerfield Travel Center]-Steele,MO","I-55 Exit 8, Steele,MO 63877|573-695-2810|130 Truck Parking Spots"
-86.869259,34.05209,"AMBEST [Dodge City Shell Fuel Stop]-Hanceville,AL","I-65 Exit 299; 233 Hwy 69, Hanceville,AL 35077|256-287-0548|7 Truck Parking Spots"
-119.08637,43.54755,"AMBEST [Eddie's Truck & Auto Center]-Hines,OR","US Hwy 20/395 & Hwy 78, Hines,OR 97738|541-573-2639|50 Truck Parking Spots"
-90.20281,38.6732,"AMBEST [Energy Express Travel Center]-St. Louis,MO","I-70 Exit 247, St. Louis,MO 63147|314-241-0527|25 Truck Parking Spots"
-81.193349,32.18909,"AMBEST [Enmarket #820]-Port Wentworth,GA","I-95 Exit 109; 7002 Hwy 21, Port Wentworth,GA 31407|912-964-1593|None listed"
-81.22199,32.100729,"AMBEST [Enmarket #828]-Pooler,GA","I-95 Exit 102; 1264 Hwy 80, Pooler,GA 31322|912- 748-7619|20 Truck Parking Spots"
-81.05611,32.31166,"AMBEST [Enmarket #863]-Hardeeville,SC","I-95 Exit 8, Hardeeville,SC 29432|843-784-3121|59 Truck Parking Spots"
-80.81668,33.25029,"AMBEST [Enmarket #875]-Branchville,SC","US Hwy 21 & 78, Branchville,SC 29432|803-274-8040|None listed"
-81.01191,33.354289,"AMBEST [Enmarket #888]-Cope,SC","US Hwy 301, Cope,SC 29038|803-534-7931|None listed"
-80.51509,33.28282,"AMBEST [Enmarket #892]-Harleyville,SC","I-26 Exit 172A, Harleyville,SC 29448|843-563-2865|22 Truck Parking Spots"
-112.64142,38.288838,"AMBEST [Ernie's Truck Plaza Inc]-Beaver,UT","I-15 Exit 112, Beaver,UT 84713|435-438-5846|50 Truck Parking Spots"
-76.182419,43.060079,"AMBEST [Famco Express]-Syracuse,NY","I-90 Exit 42 Rt 14 MM 340, Syracuse,NY 13204|315-339-4040|52 Truck Parking Spots"
-97.10003,29.69885,"AMBEST [Flatonia Travel Plaza]-Flatonia,TX","I-10 Exit 661, Flatonia,TX 78941|832- 466-2769|90 Truck Parking Spots"
-80.2107,26.08697,"AMBEST [Florida 595 Truck Stop]-Davie,FL","I-595/95 Exit 8; 2705 Burris Rd, Davie,FL 33314|954- 357-1480|500 Truck Parking Spots"
-82.895039,32.488399,"AMBEST [Friendly Gus #24]-Dublin,GA","I-16 Exit 54, Dublin,GA 31021|478-410-5449|75 Truck Parking Spots"
-83.071079,32.542549,"AMBEST [Friendly Gus #25]-Dudley,GA","3438 Hwy 80, Dudley,GA 31022|478-676-3047|None listed"
-92.267695,30.250601,"AMBEST [Frog City Travel Plaza]-Rayne,LA","I-10 Exit 87, Rayne,LA 70578|337-334-3764|130 Truck Parking Spots"
-95.72928,38.42685,"AMBEST [Fuel Expresso #11]-Lebo,KS","I-35 Exit 155; 2754 Hwy 75 NW, Lebo,KS 66856|620-256-6280|100 Truck Parking Spots"
-95.234728,38.62229,"AMBEST [Fuel Expresso #17]-Ottawa,KS","I-35 Exit 187; 2518 E Logan St, Ottawa,KS 66067|785-242-5314|None listed"
-97.58744,43.6629,"AMBEST [Fuel Mart #645]-Spencer,SD","I-90 Exit 353, Spencer,SD 57374|605-449-4626|8 Truck Parking Spots"
-81.326623,40.053019,"AMBEST [Fuel Mart #727]-Quaker City,OH","I-70 Exit 193, Quaker City,OH 43773|740-758-5920|10 Truck Parking Spots"
-83.612313,39.921618,"AMBEST [Fuel Mart #764]-South Vienna,OH","I-70 Exit 66, South Vienna,OH 45369|937-568-9451|10 Truck Parking Spots"
-85.82211,38.74117,"AMBEST [Fuel Mart #783]-Austin,IN","I-65 Exit 34; 145 N Dowling St, Austin,IN 47102|812-794-2615|10 Truck Parking Spots"
-95.875549,30.045587,"AMBEST [Fuel Maxx #37]-Waller,TX","US Hwy 290, Waller,TX 77484|936-372-8019|150 Truck Parking Spots"
-94.950942,30.321335,"AMBEST [Fuel Maxx #46]-Cleveland,TX","13835 Hwy 105, Cleveland,TX 77327|281-806-7721|None listed"
-95.9690738,29.8004726,"AMBEST [Fuel Maxx #48]-Brookshire,TX","1865 Fm 359 Rd, Brookshire,TX 77423|281-934-2808|None listed"
-95.882213,29.785571,"AMBEST [Fuel Maxx #49]-Katy,TX","I-10 Exit 737, Katy,TX 77494|281-574-4234|None listed"
-96.04314,30.27411,"AMBEST [Fuel Maxx #50]-Navasota,TX","17694 Hwy 6, Navasota,TX 77868|936-825-0397|None listed"
-93.08719,38.953859,"AMBEST [Fuel N Treat]-Nelson,MO","I-70 Exit 84, Nelson,MO 65347|660-859-2430|20 Truck Parking Spots"
-85.14474,39.849346,"AMBEST [FuelMaster]-Cambridge City,IN","I-70 Exit 137; 1534 Hwy 1, Cambridge City,IN 47327|765-478-5555|75 Truck Parking Spots"
-86.9314992,41.68126,"AMBEST [Gallops]-Michigan City,IN","US Hwy 20 County Line Rd, Michigan City,IN 46360|219-878-9778|35 Truck Parking Spots"
-86.7374478,41.6854825,"AMBEST [Gallops]-LaPorte,IN","Hwy 20 Exit 49, LaPorte,IN 46350|219-325-0034|None listed"
-85.8212824,41.6682494,"AMBEST [Gallops]-Goshen,IN","18423 US 20, Goshen,IN 46528|574-293-1000|75 Truck Parking Spots"
-85.6803082,41.7553713,"AMBEST [Gallops]-Middlebury,IN","US Hwy 131, Middlebury,IN 46360|574-825-7472|None listed"
-85.2867027,41.45039,"AMBEST [Gallops]-Kendallville,IN","US Hwy 6, Kendallville,IN 46755|260-349-1581|75 Truck Parking Spots"
-120.472909,46.5687,"AMBEST [Gearjammer Truck Plaza]-Yakima,WA","I-82 Exit 36, Yakima,WA 98903|509-248-9640|170 Truck Parking Spots"
-121.80503,38.48947,"AMBEST [Gill Sidhu Chevron]-Dixon,CA","I-80 Exit; 6854 Sievers Rd, Dixon,CA 95620|707-678-4400|None listed"
-111.835849,39.82171,"AMBEST [Good 2 G0 #418]-Mona,UT","I-15 Exit 233, Mona,UT 84695|435-627-3915|None listed"
-112.11573,43.437959,"AMBEST [Good 2 Go Travel Center #121]-Idaho Falls,ID","I-15 Exit 113; 6662 W Overland Dr, Idaho Falls,ID 83402|208-417-3497|None listed"
-84.741202,35.890748,"AMBEST [Greenwave Service Plaza]-Rockwood,TN","I-40 Exit 338 at TN299, Rockwood,TN 37854|865-354-4351|35 Truck Parking Spots"
-85.7094,34.16022,"AMBEST [Grub Mart]-Centre,AL","1700 W Main St, Centre,AL 35960|256-927-7700|25 Truck Parking Spots"
-74.96997,40.71873,"AMBEST [Hampton Mobil]-Hampton,NJ","472 Rt 31, Hampton,NJ 8827|908-537-0801|7 Truck Parking Spots"
-106.21567,42.847451,"AMBEST [Hat Six Travel Center]-Evansville,WY","I-20 Exit 182, Evansville,WY 82636|307-234-0504|150 Truck Parking Spots"
-91.832653,30.31434,"AMBEST [Henderson Travel Plaza]-Breaux Bridge,LA","I-10 Exit 115, Breaux Bridge,LA 70517|337-332-2090|None listed"
-90.146469,43.885539,"AMBEST [Highway Harry's]-New Lisbon,WI","I-90 /I-94 Exit 61, New Lisbon,WI 53950|608-562-3564|40 Truck Parking Spots"
-99.471059,35.408549,"AMBEST [Hutch's 103]-Elk City,OK","I-40 Exit 34 (1 mile North), Elk City,OK 73644|580-225-8649|15 Truck Parking Spots"
-99.42731,36.434109,"AMBEST [Hutch's 113]-Woodward,OK","Hwy 270 at Hwy 412, Woodward,OK 73801|580-256-2650|80 Truck Parking Spots"
-97.890025,36.361783,"AMBEST [Hutch's 114]-Enid,OK","Hwy 81 (3206 S Van Buren), Enid,OK 73703|580-242-0747|5 Truck Parking Spots"
-98.41996,35.842179,"AMBEST [Hutch's 118]-Watonga,OK","Hwy 281 & Hwy 270, Watonga,OK 73772|580-623-2444|10 Truck Parking Spots"
-99.38035,35.408329,"AMBEST [Hutch's 119]-Elk City,OK","2001 E 7th St, Elk City,OK 73644|580-303-4515|8 Truck Parking Spots"
-99.632587,35.309241,"AMBEST [Hutch's 120]-Sayre,OK","I-40 Exit 25, Sayre,OK 73662|580-928-3847|None listed"
-99.31606,34.66701,"AMBEST [Hutch's 125]-Altus,OK","HWY 62/283 Bypass, Altus,OK 73522|580-379-0107|None listed"
-107.083739,41.773853,"AMBEST [I-80 Travel Plaza]-Sinclair,WY","I-80 Exit 221, Sinclair,WY 82334|307-324-4407|75 Truck Parking Spots"
-69.61645,44.594197,"AMBEST [Irving Fairfield]-Fairfield,ME","I-95 Exit 132, Fairfield,ME 4937|207-238-9979|60 Truck Parking Spots"
-70.74811,43.09922,"AMBEST [Irving Kittery]-Kittery,ME","I-95 Exit 2, Kittery,ME 3904|207-451-9780|82 Truck Parking Spots"
-86.862769,34.11569,"AMBEST [Jacks Truck Stop]-Cullman,AL","I-65 Exit 304; 1625 CR 437, Cullman,AL 35055|256-739-0220|200 Truck Parking Spots"
-78.75973,42.90773,"AMBEST [Jim's Truck Plaza]-Buffalo,NY","I-90 Exit 52E, Buffalo,NY 14225|716-683-9931|130 Truck Parking Spots"
-100.86901,39.18601,"AMBEST [JJ Travel Plaza]-Oakley,KS","I-70 Exit 70; 465 Hwy 83, Oakley,KS 67748|785-672-3900|75 Truck Parking Spots"
-92.72592,34.483789,"AMBEST [JJ's Truck Stop]-Bryant,AR","I-30 Exit 106; 6106 Old Military Rd, Bryant,AR 72109|501-778-2295|200 Truck Parking Spots"
-92.726053,34.483642,"AMBEST [JJ's Truck Stop]-Malvern,AR","I-30 Exit 106, Malvern,AR 72015|501-778-2295|200 Truck Parking Spots"
-121.263762,37.538409,"AMBEST [Joe's Travel Plaza 11]-Westley,CA","I-5 Exit 441; 4415 Howard Rd, Westley,CA 95387|209-894-3040|120 Truck Parking Spots"
-84.77468,34.241459,"AMBEST [JP Tcartersville Truck Center]-Cartersville,GA","I-75 Exit 293; 2320 Hwy 411, Cartersville,GA 30121|678-972-7675|48 Truck Parking Spots"
-84.09802,33.260249,"AMBEST [JP Travel Center Hwy 16]-Jackson,GA","I-75 Exit 205; 2781 Hwy 16, Jackson,GA 30233|678-972-0234|83 Truck Parking Spots"
-84.653,33.771569,"AMBEST [JP Travel Lee Road]-Lithia Springs,GA","I-20 Exit 41; 7512 Lee Rd, Lithia Springs,GA 30122|770-941-3460|None listed"
-122.6694,45.59666,"AMBEST [Jubitz Travel Center]-Portland,OR","I-5 Exit 307, Portland,OR 97217|503-283-1111|300 Truck Parking Spots"
-94.19669,33.10643,"AMBEST [Kim's Travel Plaza #26]-Atlanta,TX","Hwy 59/2007 W Main St, Atlanta,TX 75551|903-723-8585|10 Truck Parking Spots"
-94.96384,33.024389,"AMBEST [Kim's Travel Plaza #44]-Pittsburg,TX","2241 N US Hwy 271, Pittsburg,TX 75686|903-885-8011|20 Truck Parking Spots"
-72.998631,40.821245,"AMBEST [Kings 2664 Medford]-Medford,NY","2664 Rt 112, Medford,NY 11763|631-207-0071|None listed"
-73.39762,40.692,"AMBEST [Kings Copiague Truck Stop]-Copiague,NY","RT17/86 & 87A-87, Copiague,NY 11726|516- 240-8059|None listed"
-74.165318,41.100279,"AMBEST [Kings Mahwah Truck Stop]-Mahwah,NJ","130 Rt 17S, Mahwah,NJ 7430|201-252-8889|None listed"
-72.995118,40.825181,"AMBEST [Kings Medford Mobil]-Medford,NY","I-495 Exit 64, Medford,NY 11763|631-730-6501|None listed"
-73.193089,40.80852,"AMBEST [Kings Motor Parkway Truck Stop]-Hauppauge,NY","I-495 Exit 57, Hauppauge,NY 11788|631-234-6302|"
-74.218394,40.651432,"AMBEST [Kings Rte 1]-Elizabeth,NJ","828 Rt 1, Elizabeth,NJ 7202|908-282-0222|None listed"
-94.297722,37.492447,"AMBEST [Lamarti's Truck Stop]-Lamar,MO","I-49 Exit 77, Lamar,MO 64759|417-682-6034|150 Truck Parking Spots"
-114.4855,35.716149,"AMBEST [Last Stop Travel Center]-White Hills,AZ","20331 N Hwy 93, White Hills,AZ 86445|928-275-3312|None listed"
-74.66334,40.88964,"AMBEST [Ledgewood BP]-Ledgewood,NJ","I-80 Exit 284, Ledgewood,NJ 7852|973-810-3616|None listed"
-109.8587,41.5443,"AMBEST [Little America Fuel Center]-Little America,WY","I-80 Exit 68, Little America,WY 82929|307-875-2400|380 Truck Parking Spots"
-111.61678,35.19166,"AMBEST [Little America Travel Center]-Flagstaff,AZ","I-40 Exit 198; 2515 E Butler Ave, Flagstaff,AZ 86003|928-779-7942|166 Truck Parking Spots"
-104.85626,41.117669,"AMBEST [Little America Travel Center]-Cheyenne,WY","I-25/I-80 Exit 9, Cheyenne,WY 82009|307-775-8434|24 Truck Parking Spots"
